KICID|Teff|Teff_err|logg|logg_err|FeH|FeH_err|M_noCorrection|err|R_noCorrection|err|M_RGB|err|R_RGB|err|M_Clump|err|R_Clump|err|EvoPhase|
3553435|4790|145|2.533|0.009|-0.80|0.30|1.19|0.08|9.80|0.23|1.02|0.07|9.04|0.21|1.14|0.07|9.56|0.23|1|
3553458|4533|80|2.512|0.008|-0.02|0.15|1.27|0.08|10.35|0.23|1.12|0.07|9.70|0.22|1.25|0.08|10.29|0.23|1|
3553529|4774|80|2.959|0.007|0.42|0.15|1.71|0.09|7.18|0.14|1.62|0.08|6.99|0.13|1.72|0.09|7.20|0.14|1|
3553768|4954|153|2.396|0.010|-0.32|0.30|1.00|0.08|10.48|0.32|0.96|0.08|10.30|0.31|1.01|0.08|10.53|0.32|2|
3554253|5028|159|2.812|0.010|-0.26|0.30|1.69|0.12|8.46|0.21|1.61|0.11|8.26|0.21|1.73|0.12|8.57|0.21|1|
3554732|4343|152|1.682|0.013|-0.34|0.30|1.05|0.29|24.46|3.30|0.89|0.24|22.48|2.91|1.01|0.28|23.97|3.20|0|
3554912|4940|152|2.663|0.012|0.01|0.30|2.69|0.23|12.67|0.40|2.69|0.23|12.67|0.40|2.74|0.24|12.79|0.40|2|
3555292|4883|80|2.667|0.007|0.20|0.15|1.98|0.12|10.82|0.26|1.91|0.12|10.62|0.26|2.03|0.12|10.94|0.27|2|
3555594|4767|80|2.748|0.007|0.06|0.15|1.59|0.08|8.82|0.18|1.47|0.08|8.49|0.17|1.61|0.09|8.88|0.18|1|
3556560|4871|152|2.527|0.009|-0.45|0.30|1.62|0.11|11.48|0.28|1.46|0.10|10.91|0.27|1.63|0.11|11.52|0.28|1|
3556684|4773|147|2.627|0.013|0.01|0.30|1.48|0.16|9.80|0.40|1.37|0.15|9.42|0.38|1.50|0.16|9.86|0.40|1|
3556801|4553|80|2.668|0.007|0.15|0.15|1.25|0.07|8.57|0.17|1.11|0.06|8.09|0.16|1.25|0.07|8.57|0.17|1|
3557196|4847|148|2.494|0.016|0.10|0.30|1.60|0.27|11.86|0.88|1.51|0.26|11.54|0.84|1.63|0.28|11.95|0.88|2|
3557601|4897|156|2.413|0.019|-0.25|0.30|1.17|0.51|11.12|2.38|1.09|0.47|10.76|2.27|1.18|0.52|11.16|2.39|2|
3557606|5016|80|2.955|0.008|0.20|0.15|2.88|0.18|9.36|0.21|3.00|0.18|9.55|0.21|2.98|0.18|9.52|0.21|2|
3558144|4993|80|2.801|0.009|0.23|0.15|2.20|0.14|9.77|0.23|2.20|0.14|9.78|0.23|2.25|0.15|9.88|0.23|2|
3558468|4846|80|3.021|0.007|0.03|0.15|1.55|0.08|6.36|0.13|1.46|0.08|6.17|0.12|1.57|0.09|6.40|0.13|1|
3558705|4851|80|2.575|0.013|-0.14|0.15|1.97|0.19|11.98|0.41|1.82|0.18|11.54|0.39|2.00|0.19|12.08|0.42|0|
3558803|4864|151|2.660|0.013|0.12|0.30|1.92|0.17|10.72|0.34|1.82|0.17|10.46|0.33|1.96|0.18|10.84|0.35|2|
3558825|5044|153|3.141|0.009|-0.21|0.30|1.46|0.10|5.37|0.13|1.41|0.09|5.29|0.12|1.49|0.10|5.43|0.13|1|
3558846|4883|152|2.366|0.016|-0.67|0.30|0.96|0.12|10.66|0.53|0.86|0.11|10.06|0.49|0.96|0.12|10.62|0.53|2|
3558848|4833|80|2.640|0.008|0.08|0.15|1.89|0.12|10.91|0.25|1.78|0.11|10.59|0.24|1.94|0.12|11.03|0.26|2|
3559123|4868|153|2.517|0.009|-0.50|0.30|1.66|0.11|11.75|0.29|1.49|0.10|11.14|0.27|1.66|0.11|11.76|0.29|1|
3559502|4645|80|2.777|0.007|0.36|0.15|1.42|0.08|8.05|0.16|1.31|0.07|7.75|0.15|1.42|0.08|8.07|0.16|1|
3559812|4780|152|2.713|0.010|-0.27|0.30|1.14|0.08|7.80|0.20|1.03|0.07|7.38|0.19|1.14|0.08|7.78|0.20|2|
3559893|4839|80|2.669|0.008|0.01|0.15|1.69|0.11|9.97|0.23|1.58|0.10|9.65|0.22|1.73|0.11|10.07|0.23|1|
3560093|5007|80|2.839|0.007|-0.06|0.15|2.04|0.11|9.00|0.19|1.98|0.11|8.87|0.18|2.10|0.12|9.13|0.19|2|
3560181|4707|100|2.410|0.010|0.27|0.15|1.19|0.09|11.26|0.31|1.12|0.08|10.94|0.30|1.19|0.09|11.27|0.31|2|
3560289|5235|170|2.387|0.012|-0.48|0.30|0.77|0.11|9.30|0.59|0.81|0.12|9.55|0.61|0.79|0.11|9.43|0.60|2|
3561194|4773|148|2.240|0.016|-0.33|0.30|1.55|0.23|15.65|0.97|1.38|0.20|14.76|0.90|1.54|0.23|15.60|0.97|0|
3561320|5014|154|2.628|0.012|-0.67|0.30|1.94|0.19|11.20|0.42|1.81|0.18|10.81|0.40|1.98|0.19|11.30|0.42|2|
3561533|5113|166|2.466|0.012|-0.91|0.30|1.24|0.14|10.80|0.49|1.18|0.13|10.50|0.47|1.26|0.14|10.88|0.50|2|
3561883|4944|155|2.495|0.015|-0.16|0.30|1.79|0.19|12.52|0.48|1.69|0.18|12.17|0.46|1.83|0.20|12.67|0.49|2|
3626141|4965|147|2.572|0.010|-0.41|0.30|1.54|0.11|10.65|0.28|1.44|0.10|10.27|0.27|1.58|0.12|10.79|0.28|1|
3626776|5040|156|2.442|0.013|-0.01|0.30|1.24|0.12|11.10|0.38|1.25|0.12|11.15|0.38|1.25|0.12|11.14|0.38|2|
3627742|4898|151|2.707|0.010|0.15|0.30|1.64|0.12|9.38|0.24|1.57|0.11|9.20|0.24|1.67|0.12|9.47|0.25|1|
3628943|4977|150|2.986|0.008|-0.11|0.30|1.43|0.09|6.37|0.14|1.38|0.09|6.25|0.14|1.46|0.09|6.43|0.14|1|
3629335|5068|153|2.420|0.023|-0.66|0.30|0.96|0.16|10.00|0.57|0.93|0.15|9.82|0.56|0.97|0.16|10.06|0.57|2|
3629684|4724|80|2.741|0.007|0.13|0.15|1.50|0.08|8.65|0.17|1.39|0.08|8.32|0.17|1.52|0.08|8.71|0.17|1|
3630240|5151|80|3.321|0.007|-0.55|0.15|1.34|0.07|4.19|0.08|1.31|0.07|4.14|0.08|1.38|0.07|4.25|0.08|1|
3631092|5137|100|3.205|0.008|-0.07|0.15|1.75|0.11|5.47|0.12|1.75|0.11|5.47|0.12|1.79|0.11|5.54|0.12|1|
3631402|4883|100|2.590|0.012|0.17|0.15|1.66|0.14|10.84|0.33|1.60|0.14|10.61|0.32|1.70|0.15|10.95|0.33|2|
3631485|5116|154|3.186|0.009|-1.06|0.30|1.14|0.08|4.51|0.12|1.07|0.08|4.38|0.12|1.10|0.08|4.44|0.12|1|
3631621|4973|150|2.483|0.013|-0.28|0.30|1.36|0.13|11.06|0.40|1.29|0.12|10.77|0.39|1.39|0.14|11.18|0.40|2|
3631709|5027|155|2.377|0.014|-0.52|0.30|0.98|0.17|10.59|0.86|0.94|0.17|10.41|0.84|0.99|0.18|10.68|0.87|2|
3631817|4888|146|2.582|0.015|-0.26|0.30|1.37|0.16|9.92|0.43|1.27|0.15|9.53|0.41|1.39|0.16|10.00|0.43|1|
3631821|5233|100|2.691|0.009|-0.14|0.15|1.98|0.13|10.52|0.26|2.03|0.14|10.65|0.27|2.05|0.14|10.70|0.27|2|
3632361|4768|143|2.602|0.009|-0.32|0.30|1.18|0.07|9.00|0.20|1.05|0.07|8.48|0.19|1.17|0.07|8.95|0.20|1|
3632549|5077|160|2.427|0.010|-1.50|0.30|0.93|0.28|9.76|1.46|0.86|0.26|9.42|1.38|0.99|0.30|10.06|1.52|2|
3632803|5147|156|3.129|0.008|-0.18|0.30|1.55|0.10|5.62|0.12|1.55|0.10|5.61|0.12|1.59|0.10|5.69|0.13|1|
3633057|4805|100|2.614|0.008|-0.31|0.15|1.52|0.09|10.06|0.22|1.36|0.08|9.53|0.20|1.52|0.09|10.06|0.22|1|
3633152|4729|100|2.434|0.009|-0.36|0.15|1.26|0.08|11.27|0.26|1.10|0.07|10.54|0.24|1.23|0.08|11.16|0.26|1|
3633279|5180|181|3.288|0.012|0.00|0.30|1.31|0.12|4.30|0.13|1.36|0.12|4.38|0.14|1.33|0.12|4.33|0.13|1|
3633751|5050|80|3.172|0.010|-0.09|0.15|1.56|0.11|5.37|0.13|1.53|0.11|5.32|0.13|1.59|0.11|5.42|0.14|1|
3634224|4730|80|2.891|0.006|0.25|0.15|1.40|0.07|7.03|0.12|1.31|0.06|6.81|0.12|1.41|0.07|7.06|0.12|1|
3634488|4947|80|3.279|0.006|-0.15|0.15|1.20|0.06|4.16|0.07|1.15|0.05|4.08|0.07|1.21|0.06|4.17|0.07|1|
3634542|4742|141|2.514|0.009|-0.55|0.30|1.20|0.08|10.05|0.23|1.04|0.07|9.33|0.22|1.16|0.08|9.89|0.23|1|
3634578|4970|151|2.396|0.015|-0.40|0.30|1.11|0.13|11.03|0.46|1.05|0.12|10.73|0.45|1.12|0.13|11.13|0.47|2|
3634720|4922|100|2.481|0.014|0.01|0.15|2.02|0.23|13.54|0.60|1.94|0.22|13.25|0.59|2.08|0.24|13.71|0.61|2|
3640486|4825|168|2.576|0.009|-0.38|0.30|1.14|0.08|9.12|0.22|1.02|0.07|8.63|0.21|1.14|0.08|9.10|0.22|1|
3640714|5088|151|3.289|0.009|-0.68|0.30|1.46|0.09|4.54|0.10|1.38|0.09|4.41|0.10|1.51|0.10|4.61|0.11|1|
3640776|4882|150|2.476|0.011|-0.30|0.30|1.45|0.12|11.53|0.34|1.33|0.11|11.04|0.32|1.47|0.12|11.61|0.34|1|
3641504|5005|80|2.902|0.006|-0.37|0.15|1.33|0.06|6.76|0.12|1.26|0.06|6.58|0.12|1.36|0.07|6.83|0.12|1|
3641677|5077|162|2.345|0.016|-0.63|0.30|0.75|0.10|9.64|0.53|0.76|0.10|9.70|0.53|0.79|0.11|9.87|0.54|2|
3642038|4743|100|2.517|0.009|-0.17|0.15|1.72|0.12|11.97|0.29|1.55|0.11|11.35|0.27|1.72|0.12|11.99|0.29|1|
3642101|4753|80|2.389|0.014|-0.23|0.15|1.02|0.12|10.70|0.49|0.92|0.11|10.15|0.46|1.02|0.12|10.67|0.49|2|
3642135|5006|80|2.625|0.011|-0.18|0.15|2.03|0.17|11.50|0.35|1.95|0.16|11.26|0.34|2.09|0.17|11.68|0.35|2|
3642483|5223|168|2.394|0.014|-0.25|0.30|1.41|0.17|12.50|0.61|1.44|0.17|12.61|0.62|1.44|0.17|12.64|0.62|2|
3642837|4765|80|2.851|0.007|0.18|0.15|1.39|0.07|7.33|0.14|1.31|0.07|7.11|0.13|1.41|0.07|7.38|0.14|1|
3642873|4939|146|2.428|0.011|-0.16|0.30|1.07|0.09|10.45|0.31|1.04|0.08|10.32|0.30|1.07|0.09|10.48|0.31|2|
3643387|4789|142|2.537|0.010|-0.09|0.30|1.49|0.10|10.89|0.27|1.36|0.10|10.42|0.26|1.50|0.11|10.94|0.27|1|
3643725|4893|157|2.523|0.010|0.14|0.30|1.34|0.10|10.51|0.27|1.30|0.09|10.36|0.26|1.36|0.10|10.57|0.27|1|
3644159|4977|162|2.998|0.009|0.22|0.30|1.32|0.08|6.03|0.14|1.33|0.08|6.05|0.14|1.33|0.09|6.06|0.14|1|
3644223|4918|98|3.129|0.007|-0.22|0.15|1.26|0.06|5.06|0.09|1.19|0.06|4.91|0.09|1.27|0.06|5.10|0.09|1|
3644958|4970|99|2.962|0.007|-0.23|0.15|1.67|0.09|7.07|0.13|1.58|0.08|6.87|0.13|1.71|0.09|7.16|0.14|1|
3645006|4896|154|2.441|0.013|0.17|0.30|1.22|0.13|11.03|0.45|1.21|0.13|10.96|0.44|1.23|0.13|11.06|0.45|2|
3645210|5046|153|2.361|0.012|-0.28|0.30|0.97|0.17|10.75|0.91|0.98|0.18|10.80|0.92|0.97|0.18|10.77|0.92|2|
3645232|4466|100|1.808|0.013|-0.79|0.15|1.05|0.12|21.17|1.03|0.88|0.10|19.35|0.91|0.99|0.12|20.51|0.98|1|
3645345|5221|166|2.376|0.014|-0.03|0.30|1.01|0.14|10.80|0.66|1.07|0.15|11.10|0.69|1.01|0.14|10.82|0.66|2|
3645589|4815|80|3.108|0.006|0.21|0.15|1.33|0.06|5.34|0.10|1.28|0.06|5.23|0.09|1.34|0.07|5.36|0.10|1|
3645811|4946|164|2.500|0.015|0.49|0.30|1.48|0.16|11.33|0.43|1.50|0.17|11.41|0.44|1.51|0.17|11.43|0.44|2|
3646127|4767|80|2.608|0.008|-0.11|0.15|1.47|0.09|9.97|0.21|1.34|0.08|9.50|0.20|1.48|0.09|10.01|0.21|1|
3646628|4757|80|2.335|0.012|0.01|0.15|0.99|0.09|11.22|0.41|0.94|0.09|10.91|0.39|1.00|0.09|11.24|0.41|2|
3646645|5029|153|2.424|0.012|-0.17|0.30|1.19|0.12|11.07|0.46|1.17|0.12|11.02|0.45|1.19|0.12|11.11|0.46|2|
3646814|4763|144|2.494|0.009|0.05|0.30|1.49|0.10|11.46|0.28|1.38|0.09|11.02|0.26|1.51|0.10|11.53|0.28|1|
3646855|4888|142|2.586|0.010|-0.48|0.30|1.27|0.09|9.49|0.25|1.14|0.08|9.02|0.23|1.28|0.09|9.53|0.25|1|
3646933|4249|100|1.638|0.017|0.12|0.15|1.48|0.35|30.58|3.38|1.30|0.30|28.66|3.08|1.46|0.35|30.30|3.34|1|
3647215|4764|80|3.042|0.006|-0.28|0.15|1.10|0.05|5.23|0.09|0.98|0.05|4.94|0.09|1.09|0.05|5.21|0.09|1|
3647291|4455|155|1.683|0.020|-0.56|0.30|1.06|0.15|24.61|1.26|0.90|0.13|22.59|1.15|1.01|0.15|24.00|1.22|0|
3647864|4836|150|2.822|0.009|0.15|0.30|1.53|0.10|7.95|0.18|1.45|0.09|7.74|0.18|1.55|0.10|8.01|0.19|1|
3647918|4952|151|2.560|0.010|-0.06|0.30|1.74|0.14|11.47|0.33|1.66|0.13|11.20|0.32|1.78|0.14|11.61|0.33|2|
3648150|4893|151|2.375|0.011|-0.77|0.30|1.69|0.13|13.99|0.39|1.51|0.12|13.22|0.36|1.69|0.13|13.96|0.39|1|
3648327|4775|80|2.272|0.008|-0.78|0.15|1.15|0.08|12.97|0.33|0.97|0.06|11.95|0.30|1.09|0.07|12.65|0.32|2|
3648674|5135|166|2.929|0.009|-0.02|0.30|1.28|0.08|6.43|0.15|1.31|0.08|6.51|0.15|1.29|0.08|6.46|0.15|1|
3648906|5221|175|2.430|0.010|-0.18|0.30|1.10|0.16|10.61|0.72|1.15|0.17|10.83|0.74|1.11|0.16|10.64|0.72|2|
3648943|4786|80|2.938|0.007|0.07|0.15|1.54|0.08|6.98|0.13|1.43|0.07|6.73|0.13|1.56|0.08|7.02|0.13|1|
3648982|4945|164|2.467|0.010|0.46|0.30|1.21|0.09|10.66|0.32|1.23|0.10|10.71|0.32|1.20|0.09|10.58|0.32|2|
3649200|4999|161|2.387|0.012|0.08|0.30|1.14|0.13|11.34|0.53|1.16|0.13|11.43|0.54|1.15|0.13|11.37|0.53|2|
3649449|4763|80|2.408|0.011|-0.06|0.15|0.91|0.09|9.89|0.42|0.87|0.09|9.63|0.40|0.92|0.09|9.92|0.42|2|
3649673|4996|161|2.405|0.013|0.14|0.30|1.03|0.10|10.53|0.39|1.06|0.11|10.70|0.40|1.03|0.10|10.54|0.39|2|
3651360|4738|80|2.367|0.017|0.08|0.15|1.37|0.17|12.68|0.54|1.26|0.15|12.19|0.52|1.38|0.17|12.75|0.54|2|
3653993|4865|80|2.329|0.016|-0.29|0.15|0.91|0.13|10.82|0.64|0.86|0.12|10.51|0.62|0.92|0.13|10.86|0.64|2|
3654043|4687|80|2.474|0.009|-0.15|0.15|1.30|0.09|10.94|0.29|1.15|0.08|10.31|0.27|1.29|0.09|10.90|0.28|2|
3654420|4831|139|2.624|0.010|-0.74|0.30|1.67|0.12|10.44|0.27|1.48|0.10|9.80|0.25|1.64|0.12|10.34|0.26|2|
3654437|4933|80|2.757|0.007|0.06|0.15|2.05|0.11|9.93|0.20|1.98|0.11|9.75|0.20|2.10|0.12|10.05|0.20|2|
3654753|4900|155|2.897|0.011|0.01|0.30|1.46|0.11|7.12|0.19|1.39|0.11|6.96|0.19|1.48|0.11|7.16|0.19|1|
3654861|4614|161|2.406|0.020|0.00|0.30|2.37|0.43|15.97|1.20|2.21|0.40|15.42|1.14|2.39|0.44|16.03|1.20|2|
3654897|4427|80|1.840|0.012|-0.09|0.15|1.46|0.15|24.10|0.96|1.29|0.13|22.60|0.88|1.44|0.14|23.87|0.95|1|
3656231|4863|100|2.490|0.008|0.05|0.15|1.46|0.10|11.39|0.33|1.39|0.10|11.10|0.32|1.48|0.11|11.47|0.33|2|
3656240|5048|80|2.919|0.011|-0.12|0.15|2.13|0.17|8.39|0.23|2.09|0.16|8.30|0.23|2.20|0.17|8.53|0.24|2|
3657670|4782|80|2.742|0.007|-0.22|0.15|1.28|0.06|7.96|0.15|1.15|0.06|7.55|0.14|1.28|0.06|7.97|0.15|1|
3658136|4413|100|1.790|0.018|-0.07|0.15|1.13|0.29|22.44|2.73|0.98|0.25|20.81|2.45|1.11|0.29|22.18|2.68|1|
3658657|4873|157|2.465|0.021|-0.22|0.30|1.75|0.50|12.84|1.69|1.62|0.45|12.34|1.59|1.79|0.51|12.98|1.71|2|
3658812|4544|80|2.130|0.014|-0.67|0.15|1.15|0.12|15.33|0.59|0.98|0.10|14.11|0.54|1.09|0.11|14.90|0.57|1|
3658900|4690|80|2.670|0.010|0.15|0.15|1.26|0.09|8.58|0.21|1.16|0.08|8.24|0.21|1.27|0.09|8.61|0.22|1|
3659407|4854|157|2.968|0.009|0.20|0.30|1.47|0.10|6.58|0.16|1.41|0.09|6.44|0.15|1.49|0.10|6.63|0.16|1|
3660007|4779|141|2.504|0.014|-0.10|0.30|1.44|0.15|11.13|0.43|1.32|0.14|10.63|0.41|1.46|0.15|11.18|0.43|2|
3660182|4784|142|2.367|0.015|-0.84|0.30|0.81|0.11|9.76|0.52|0.68|0.09|8.93|0.47|0.77|0.10|9.55|0.51|2|
3660245|4939|156|2.447|0.011|-0.45|0.30|1.13|0.10|10.53|0.38|1.05|0.10|10.14|0.37|1.15|0.11|10.61|0.39|2|
3660374|4673|80|2.587|0.007|0.14|0.15|1.62|0.09|10.71|0.21|1.48|0.08|10.24|0.20|1.64|0.09|10.78|0.21|1|
3660498|4616|80|2.661|0.007|-0.16|0.15|1.11|0.06|8.17|0.16|0.98|0.05|7.64|0.15|1.10|0.06|8.10|0.16|1|
3660554|4896|100|2.507|0.009|-0.27|0.15|1.38|0.10|10.84|0.29|1.28|0.09|10.43|0.28|1.40|0.10|10.93|0.29|2|
3660866|5132|167|2.625|0.010|0.13|0.30|2.00|0.15|11.39|0.31|2.04|0.15|11.50|0.31|2.05|0.15|11.53|0.31|2|
3660976|5293|100|2.532|0.016|-0.18|0.15|2.81|0.34|15.06|0.67|3.07|0.37|15.73|0.71|3.06|0.37|15.72|0.70|2|
3661266|4713|80|2.544|0.007|-0.03|0.15|1.53|0.09|10.94|0.24|1.39|0.08|10.42|0.23|1.54|0.09|10.99|0.25|1|
3661458|4865|159|2.399|0.025|0.29|0.30|1.00|0.20|10.45|0.77|1.02|0.20|10.55|0.78|0.99|0.19|10.44|0.77|2|
3661494|4819|80|2.853|0.006|-0.29|0.15|1.20|0.06|6.80|0.12|1.09|0.05|6.47|0.11|1.20|0.06|6.80|0.12|1|
3661507|4843|150|2.877|0.008|0.10|0.30|1.30|0.08|6.87|0.15|1.24|0.08|6.72|0.15|1.31|0.08|6.90|0.15|1|
3661671|5013|158|3.097|0.010|0.02|0.30|1.36|0.10|5.47|0.14|1.36|0.10|5.45|0.14|1.38|0.10|5.51|0.14|1|
3661719|4971|158|2.591|0.010|-0.46|0.30|1.84|0.13|11.37|0.29|1.71|0.12|10.96|0.28|1.88|0.13|11.49|0.29|2|
3661951|5244|173|3.218|0.009|-0.02|0.30|1.94|0.13|5.67|0.13|2.01|0.13|5.77|0.14|1.99|0.13|5.75|0.14|1|
3662064|5083|161|2.403|0.016|-1.07|0.30|0.89|0.14|9.84|0.66|0.85|0.13|9.58|0.63|0.94|0.15|10.07|0.68|2|
3662120|4902|153|2.497|0.013|-0.26|0.30|2.07|0.19|13.45|0.43|1.93|0.18|12.99|0.41|2.11|0.19|13.57|0.43|2|
3662421|4896|146|2.505|0.012|-0.37|0.30|1.60|0.15|11.73|0.43|1.47|0.14|11.22|0.41|1.63|0.16|11.81|0.44|2|
3662494|5008|151|3.045|0.009|-0.83|0.30|1.49|0.10|6.07|0.14|1.37|0.09|5.82|0.13|1.53|0.10|6.15|0.14|1|
3662960|5059|169|2.382|0.011|0.02|0.30|1.36|0.12|12.45|0.40|1.37|0.12|12.50|0.40|1.38|0.12|12.53|0.40|2|
3663039|5400|162|2.597|0.036|-0.93|0.30|1.21|0.30|9.16|0.76|1.25|0.31|9.30|0.77|1.22|0.30|9.20|0.77|2|
3663047|4655|80|2.635|0.010|-0.01|0.15|1.26|0.09|8.95|0.23|1.13|0.08|8.48|0.21|1.26|0.09|8.96|0.23|1|
3663200|5011|80|2.883|0.008|0.03|0.15|2.16|0.13|8.80|0.20|2.13|0.13|8.74|0.20|2.22|0.13|8.93|0.20|2|
3663296|5070|167|3.216|0.009|0.14|0.30|1.57|0.12|5.12|0.15|1.58|0.12|5.13|0.15|1.60|0.12|5.16|0.15|1|
3663360|5043|176|2.522|0.017|0.17|0.30|1.27|0.27|10.23|0.99|1.30|0.27|10.34|1.00|1.28|0.27|10.28|0.99|2|
3663850|4982|80|2.606|0.012|0.23|0.15|2.22|0.19|12.28|0.37|2.22|0.19|12.29|0.37|2.27|0.19|12.43|0.37|2|
3727412|4795|80|2.421|0.010|-0.10|0.15|1.18|0.09|11.08|0.29|1.09|0.08|10.65|0.28|1.18|0.09|11.11|0.30|2|
3728553|4781|139|2.407|0.012|0.08|0.30|1.16|0.10|11.14|0.34|1.09|0.09|10.83|0.33|1.16|0.10|11.17|0.34|2|
3728689|5041|149|3.295|0.009|-0.15|0.30|1.14|0.07|3.98|0.09|1.14|0.07|3.98|0.09|1.14|0.07|3.99|0.09|1|
3728936|4934|80|2.556|0.013|-0.06|0.15|1.72|0.20|11.47|0.57|1.64|0.19|11.18|0.55|1.76|0.21|11.60|0.58|2|
3729611|4462|156|2.438|0.010|0.06|0.30|1.43|0.11|11.94|0.32|1.26|0.09|11.21|0.30|1.41|0.11|11.87|0.32|1|
3729799|4766|100|2.479|0.008|-0.36|0.15|1.48|0.09|11.61|0.25|1.31|0.08|10.93|0.23|1.46|0.09|11.54|0.25|1|
3729833|4656|80|2.617|0.007|0.19|0.15|1.51|0.08|9.99|0.19|1.38|0.07|9.56|0.18|1.53|0.08|10.06|0.19|1|
3729848|4952|150|2.329|0.014|-0.49|0.30|0.90|0.12|10.73|0.59|0.85|0.11|10.45|0.57|0.91|0.12|10.79|0.60|2|
3729864|4990|149|2.371|0.015|-0.66|0.30|0.76|0.09|9.42|0.45|0.73|0.09|9.23|0.44|0.79|0.10|9.63|0.46|2|
3730125|4477|100|1.788|0.016|-0.26|0.15|1.27|0.20|23.80|1.60|1.10|0.17|22.15|1.46|1.23|0.20|23.47|1.57|1|
3730689|4778|80|2.562|0.008|0.18|0.15|1.76|0.14|11.49|0.40|1.65|0.13|11.13|0.38|1.80|0.14|11.62|0.41|2|
3730854|4691|100|2.538|0.009|0.18|0.15|1.49|0.10|10.88|0.27|1.37|0.09|10.44|0.25|1.51|0.10|10.95|0.27|1|
3730953|5107|143|2.609|0.012|-0.33|0.30|1.86|0.17|11.19|0.36|1.80|0.16|11.01|0.36|1.91|0.17|11.36|0.37|2|
3732089|4743|166|2.386|0.014|-0.16|0.30|0.97|0.10|10.46|0.38|0.88|0.09|9.98|0.36|0.97|0.10|10.44|0.38|2|
3732972|5027|154|2.378|0.023|-0.66|0.30|0.90|0.17|10.14|0.79|0.86|0.17|9.92|0.77|0.91|0.18|10.20|0.79|2|
3733028|4979|100|3.163|0.007|0.03|0.15|1.63|0.08|5.54|0.10|1.58|0.08|5.45|0.10|1.65|0.08|5.58|0.10|1|
3733123|4868|146|2.772|0.009|-0.41|0.30|1.20|0.08|7.45|0.17|1.08|0.07|7.09|0.16|1.21|0.08|7.49|0.17|1|
3733676|4763|144|2.937|0.008|-0.50|0.30|1.10|0.07|5.91|0.14|0.95|0.06|5.50|0.12|1.07|0.07|5.83|0.13|1|
3733826|4713|164|2.458|0.030|-0.50|0.30|1.20|0.38|10.70|1.49|1.03|0.32|9.94|1.34|1.16|0.37|10.53|1.45|1|
3734104|4693|100|2.668|0.008|0.06|0.15|1.39|0.08|9.06|0.19|1.27|0.07|8.65|0.18|1.40|0.08|9.10|0.19|1|
3734501|4796|145|3.010|0.008|0.19|0.30|1.40|0.09|6.12|0.14|1.33|0.08|5.96|0.13|1.41|0.09|6.16|0.14|1|
3735269|4635|80|2.459|0.009|-0.05|0.15|1.32|0.09|11.22|0.28|1.18|0.08|10.59|0.26|1.32|0.09|11.21|0.27|1|
3735347|4961|156|2.532|0.013|-0.22|0.30|2.09|0.24|12.96|0.62|1.98|0.23|12.63|0.60|2.15|0.25|13.15|0.63|2|
3735447|4623|80|2.726|0.007|0.14|0.15|1.26|0.07|8.07|0.15|1.14|0.06|7.68|0.14|1.27|0.07|8.09|0.15|1|
3735912|5021|80|3.221|0.006|-0.02|0.15|1.51|0.07|4.99|0.09|1.48|0.07|4.95|0.09|1.53|0.07|5.03|0.09|1|
3736195|5026|153|2.463|0.010|-0.69|0.30|1.25|0.10|10.87|0.32|1.16|0.09|10.48|0.31|1.29|0.10|11.01|0.33|2|
3736251|5071|154|2.355|0.016|-0.86|0.30|0.92|0.11|10.54|0.50|0.88|0.11|10.29|0.49|0.94|0.12|10.67|0.51|2|
3736289|4937|80|2.612|0.013|-0.02|0.15|1.80|0.17|10.97|0.38|1.72|0.16|10.72|0.37|1.84|0.18|11.11|0.39|2|
3736401|4822|100|2.420|0.011|0.04|0.15|1.07|0.09|10.58|0.33|1.04|0.09|10.39|0.32|1.08|0.09|10.61|0.33|2|
3736477|4892|100|2.388|0.013|-0.59|0.15|0.89|0.11|10.01|0.49|0.81|0.10|9.53|0.46|0.89|0.11|10.02|0.49|2|
3742673|4798|80|2.712|0.007|0.01|0.15|1.60|0.08|9.23|0.18|1.49|0.08|8.89|0.17|1.62|0.09|9.29|0.18|1|
3742857|4829|151|2.895|0.011|0.31|0.30|2.03|0.16|8.42|0.23|1.96|0.15|8.27|0.22|2.06|0.16|8.48|0.23|1|
3743696|4935|150|2.804|0.009|-0.02|0.30|1.71|0.12|8.57|0.20|1.63|0.11|8.37|0.20|1.74|0.12|8.66|0.21|1|
3743725|4944|152|2.467|0.011|0.10|0.30|1.25|0.11|10.81|0.35|1.24|0.11|10.76|0.35|1.26|0.11|10.85|0.36|2|
3744043|4970|99|2.964|0.007|-0.31|0.15|1.32|0.07|6.28|0.12|1.25|0.06|6.10|0.11|1.35|0.07|6.34|0.12|1|
3744408|4727|138|2.541|0.010|0.22|0.30|1.62|0.12|11.30|0.30|1.51|0.11|10.91|0.29|1.65|0.12|11.40|0.30|1|
3744681|4965|80|2.709|0.009|0.05|0.15|2.35|0.15|11.21|0.27|2.32|0.15|11.15|0.27|2.40|0.16|11.33|0.27|2|
3744954|5188|162|2.509|0.015|-0.15|0.30|1.42|0.17|10.98|0.49|1.44|0.17|11.08|0.49|1.44|0.17|11.08|0.49|2|
3745153|4941|80|2.566|0.010|-0.09|0.15|1.73|0.17|11.36|0.48|1.64|0.16|11.06|0.46|1.77|0.18|11.49|0.49|2|
